scheme_code,scheme_name,amc,scheme_type,scheme_category_full,category,sub_category
150402,BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN,Bandhan AMC Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
150405,Union Gilt Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
150409,UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Gilt Fund with 10 year constant duration,Debt,Gilt Fund with 10 year constant duration
150427,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth,DSP Asset Managers Private Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150441,quant Large Cap Fund - Growth Option - Regular Plan,quant Money Managers Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
150444,Motilal Oswal BSE Financials ex Bank 30 Index Fund Regular Growth,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150454,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150466,ICICI Prudential Nifty IT Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150476,HDFC NIFTY 100 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150477,HDFC NIFTY NEXT 50 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150482,Aditya Birla Sun Life Long Duration Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
150490,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150503,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
150511,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,Trust Asset Management Private Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
150516,Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth,Navi AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150537,Tata Housing Opportunities Fund - Regular Plan - Growth,Tata Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150538,ICICI Prudential PSU Equity Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150542,JM Short Duration Fund (Regular) - Growth,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
150552,Union Retirement Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
150556,HDFC Silver ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150565,Shriram Overnight Fund - Regular Growth,Shriram Asset Management Co. Ltd.,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
150568,Sundaram Flexicap Fund Regular Growth,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
150579,Edelweiss Gold and Silver ETF FOF - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150583,WhiteOak Capital Mid Cap Fund Regular Plan Growth,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
150589,WhiteOak Capital ELSS Tax Saver Fund Regular Plan Growth,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - ELSS,Equity,ELSS
150592,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150594,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
150596,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
150617,Axis Silver Fund of Fund -Regular Plan- Growth Option,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150619,HDFC NIFTY 50 VALUE 20 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150620,HDFC NIFTY100 QUALITY 30 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150621,HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150626,Kotak Business Cycle Fund-Regular Plan--Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150632,Samco Overnight Fund - Regular Plan - Growth Option,Samco Asset Management Private Limited,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
150633,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150637,ICICI Prudential Nifty50 Equal Weight Index Fund- Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150645,ICICI Prudential Nifty Auto Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150657,HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150658,HDFC NIFTY100 Low Volatility 30 ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150661,LIC MF Multi Cap Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
150665,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150720,Edelweiss CRISIL IBX 50 50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150672,SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150676,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150683,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150684,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150690,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150694,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150701,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150703,Aditya Birla Sun Life Crisil IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150707,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150712,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150715,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150717,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN,Bandhan AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150723,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 40 Index Fund Regular Plan - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150771,Edelweiss CRISIL IBX 50 50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150728,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150732,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150736,HDFC Silver ETF Fund of Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150741,Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150744,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150750,Axis NASDAQ 100 US Specific Equity Passive FOF - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - FoF Overseas,Other,FoF Overseas
150752,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50 50 Index Fund-Regular Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150768,Kotak Nifty SDL Plus AAA PSU Bond Jul 2033 60 40 Index Fund Regular Plan - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150777,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150786,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50 50 Index Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150790,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - Growth,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150799,WhiteOak Capital Large Cap Fund Regular Plan Growth,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
150801,HDFC NIFTY IT ETF - Growth option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150802,HDFC NIFTY Private Bank ETF - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,Other,Other  ETFs
150803,HDFC Business Cycle Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
150848,Edelweiss CRISIL IBX 50 50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150812,JM Midcap Fund (Regular) - Growth,JM Financial Asset Management Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
150816,Canara Robeco Mid Cap Fund- Regular Plan- Growth Option,Canara Robeco Asset Management Company Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
150820,Kotak Income Plus Arbitrage Omni  FOF-Regular Plan-Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150825,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70 30 Index Fund-Regular Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150839,Samco ELSS Tax Saver Fund - Regular Plan - Growth Option,Samco Asset Management Private Limited,Open Ended,Equity Scheme - ELSS,Equity,ELSS
150844,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150846,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150851,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150855,Union Multicap Fund - Regular Plan - Growth Option,Union Asset Management Company Private Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
150863,Baroda BNP Paribas Multi Asset Fund - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
150869,BANDHAN CRISIL IBX 90 10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150873,BANDHAN CRISIL IBX 90 10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150890,BANDHAN CRISIL IBX 90 10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150894,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150897,Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150900,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150904,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150912,Mahindra Manulife Small Cap Fund - Regular Plan - Growth,Mahindra Manulife Investment Management Pvt Ltd,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
150923,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150929,ICICI Prudential Nifty Pharma Index Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150936,Aditya Birla Sun Life Crisil IBX 60 40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
150991,BHARAT Bond ETF FOF - April 2033 - Regular Plan - Growth,Edelweiss Asset Management Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
150992,HSBC Corporate Bond Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
151013,HSBC Gilt Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
151034,HSBC Midcap Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
151037,HSBC Infrastructure Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
151043,HSBC Credit Risk Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
151048,HSBC Money Market Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
151058,HSBC Equity Savings Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
151065,HSBC Short Duration Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
151076,HSBC ELSS Tax saver Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - ELSS,Equity,ELSS
151084,HSBC Dynamic Bond Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
151104,HSBC Banking and PSU Debt Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
151114,HSBC Low Duration Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
151120,HSBC Aggressive Hybrid Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
151133,HSBC Small Cap Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
151134,HSBC Arbitrage Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Hybrid Scheme - Arbitrage Fund,Hybrid,Arbitrage Fund
151144,HSBC Business Cycles Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
